Username,Komentar,Likes,Waktu
@WheatleyTheDog,"the only problem with apple and iphones is that they think they know better than you. all the time. And aside from the ethics and monopolistic behaviors that come along with that arrogance, they lose on irony alone because in 1984 they put out that great ad and then immediately turned their customers into brainless automatons - just a little better dressed.",0,2024-05-23T05:23:52Z
@AbhinavTyagi-cr5nf,"Also, even without rooting the android phone, i was able to go ahead and use adb tools to remove bloatware, youtube, web browsers, and crucially playstore -- i dont think i can remove appstore from iOS. Every few months that i need to update my applications, i just re-install playstore using adb, update and delete playstore again, so i can't do anything distracting on my phone. Yet, it still has banking apps, UBER, Maps, Spotify, etc. Also, i can install cracked versions of spotify, and distraction free versions of apps like instagram. My daily phone usage is only about 1-2 hours. Also, becuase of this, the phone is ultra fast and long lasting battery life; its a 2 year old oneplus nord 5g, that i bought off-contract for just 200 dollars, and it still feels like its brand spanking new. I think apple is no match for android - even for slightly tech savvy. I just feel a bit cut off from the apple ecosystem, because here in the US everybody uses iMessage. But lets see how long it is before people switch over to whatsapp. And i have a USB type C and a 3.5 mm headphone jack.",0,2024-05-22T13:36:15Z
@Hawkrooke,I've noticed Marques playing J. Cole in many of the videos,0,2024-05-22T10:27:55Z
@JJ-hg5ho,My phone was one plus they lost me simple they 🛑 taking over the phone orders so for the first time going to apple why I can walk in apple store and by one and obtain support  yes I am buying higher prices one on one person is more important,1,2024-05-22T08:43:20Z
@ag-gz1wk,"I’m a very recent apple user and it baffled me that I can’t put the app icon anywhere in the homescreen. Like, why??? WHY??? it’s not like it’s hard, it’s got to be a conscious decision",0,2024-05-22T00:26:54Z
@MegaVisten,"Instagram is a major app, and it isn't even fully optimized on iPads lol. The aspect ratio is extremely off.",0,2024-05-21T22:13:35Z
@TheGismono,"On the App front, this is BS.  You only talked about apps from the official stores, And that is appls biggest downside in this catagory. that its a huge problem to installiong what ever you want on your apple device.  its the old apple standard,  ""you do it our way"".  yes it is posiable to install stuff on i device, but it not straight forword and doesn't just work out of the box. 

Ecosystem:  Note on the android side, what samsung or any android work well with any OS be it windows, linux or even macOS.  Brands central monopoly for all your divices isn't needed,  but apple does everything they can to shutdown compatibility (Apple makes decision that prioritise themself over the customers)",2,2024-05-21T17:30:56Z
@IDrawToothpicks,Honestly id use both just for different features,0,2024-05-21T15:48:21Z
@fandyyy6270,"Bought an iPhone and i sold it, bought a Pixel and i love it until now. Its just your preference",0,2024-05-21T11:16:31Z
@nimrsawafta1682,"for Updates I think iOS sucks 
since they do damage your phone so you can buy new one 

as a developer dealing with apple man is a headache

as for updates we focus on iOS since the iOS users pays more",0,2024-05-21T11:15:18Z
@suann9407,"Android in the left pocket 
Iphone in the right pcoket 


Problem settle",1,2024-05-21T09:17:29Z
@adityashastri5872,"This video technically just gave us the best argument for capitalism.

 I'm not kidding. Companies competing against each other for the most customers is legit the embodyment of how capitalism is supposed to function - and it is good; it is beautiful.",2,2024-05-20T21:16:18Z
@FourThreeSeven,I don't care or even notice what phone other people use. (Until someone on an iphone sends me a shitty video or photo),0,2024-05-20T21:12:53Z
@elladoherty-cg7hk,"Ok, that was a clever way to present this debate. Kudos for you :)",3,2024-05-20T19:02:31Z
@APerson-xb8hl,Something to maybe include in the 'customization' section is cases. Specifically the range of phone cases being made for each type of device. Because this is definitely something that I weigh when trying to decide what to get. I need my phone to look good while it's safe from my slippery fingers!,1,2024-05-20T18:19:27Z
@markdavidmagat9866,"I personally can't go apple just out of principle due to thier business practices being so scummy. Love their R&D. As a tech group, I love them but as a business I absolutely hate them! 

Also Android to me is more fun. I think my family members who use IOS are just trapped in there while I'm here in android land free as a bird",0,2024-05-20T16:52:50Z
@torerox9888,UPDATE 7YEARS  bro in Google Pixel,0,2024-05-20T13:19:51Z
@BrendanBrown1,"The top 5 things I prefer in my phone:

1. Customization
2. Speed
3. Great screen (120hz)
4. Good battery
5. Features

I had an iPad a while ago, and I like IOS because it's easy to use, and it's pretty, but there's just not good enough customization. My S22 Ultra has been a 9/10 for me when I average all 5 of those factors. The only thing I feel like is not that great for Android is some apps run really buggy, and they feel like their devs primarily care about making the iPhone experience fantastic, while making the Android experience just acceptable. But I understand IOS is much easier to program for than every manufacturer's version of Android.",0,2024-05-20T09:44:49Z
@shaaky,android >>ios,0,2024-05-20T06:14:51Z
@williamreynolds6132,Thank you for having an honest discussion. I just came from a jerryrig video where he spent 100 days with an iPhone and it seemed like he was biased from the start.,1,2024-05-20T00:45:04Z
@ShinMegamiTenseiEnjoyer,"11 for android and 10 for apple for me, too close, and that's what I expected, can't imagine myself using an IPhone, it looks bland and I can't do much with it, and that's the same reason why I would be using linux rather than windows if it didn't have compatibility issues",0,2024-05-19T20:52:22Z
@xinzeng-iq7zv,"u don't really want to stress test it, which is fine, but it's kinda pointless to do a review without a decisive winner",0,2024-05-19T13:16:22Z
@xinzeng-iq7zv,"updates are not that frequent, u can hit later, and it will staff off the download screen",0,2024-05-19T13:15:41Z
@xinzeng-iq7zv,"android is not responsive at all, if u actually use android u will know",0,2024-05-19T13:14:27Z
@Templar_0x,XR is also getting iOS 18,1,2024-05-19T11:53:28Z
@evanschulz7375,I can install any software I want on my android. Like emulators and bit torrent programs.,0,2024-05-19T06:43:59Z
@SjrConnect,android is alot of bug on system also security not safety to Online payment unlike IOS is better for Security for online banking and performance much better than android... that's all,0,2024-05-19T05:21:04Z
@antonioduverge3558,"This guy speaks like a preacher, very clear and mesmerizing at the same time!",0,2024-05-19T00:52:40Z
@smellyfish36,"I mean the answer isn't subjective, androids better in every way",0,2024-05-18T22:09:36Z
@ElLucky69420,i got android and regret switching,2,2024-05-18T19:22:21Z
@MyNextBest,Basically ANDROID is for PRODUCTIVITY⚡️and Apple iPhone is just a FANCY ACCESSORY to flaunt 💃👜  TO MY ANDROID FRIENDS - LIKE 👍 this comment and help it get to the TOP of an Apple iPhone 👎,0,2024-05-17T18:18:41Z
@alive5260,I think iphone is not easy to use,0,2024-05-17T18:03:24Z
@Armored_Knight_At_D7,I used to have android and switched to apple. I go back and forth every few years. I had a galaxy s10plus now have iPhone 13 Pro Max. I do like how I get updates for 5 years which is nice. I’d say for me 65% apple and 35% android.,0,2024-05-17T04:18:22Z
@Huzzahgamers_inc,Threads? Seriously???,0,2024-05-17T01:22:14Z
@SkibidiDaredevil,"Apple is so trash, apparently I’ve got a problem with mine that won’t allow me to get apps until I get a new Apple ID. So annoying",0,2024-05-16T02:21:12Z
@atifafzal6311,"Android. Like
Apple .. Comment.... 
Android more user friendly with a host of options.. And Affordable..
Apple... 🤔",0,2024-05-15T20:25:07Z
@Prominent-one,So there is one who leans on the other and still think this video is bias😅,0,2024-05-15T13:18:38Z
@HusseinAkugi,I have a stupid question? Did you look at price... I know a ton of apps that are free on Android but paid for on iPhone and some that are cheaper on Android vs on iPhone,0,2024-05-15T09:24:47Z
@acmv71192,All I can see/ hear is the “you can’t” when using an iPhone. 😂,0,2024-05-14T21:22:56Z
@Ilikeguitaralot,I'm VERY surprised that Camera wasn't in any of those categories...,1,2024-05-13T23:27:22Z
@Rasv-,"this ignorant tool ignored androids browsers, split sreem,file managemt,  desktop UI with HDMI, torrent downloaders, etc",0,2024-05-13T22:08:15Z
@clap5108,Android is way better btw.,1,2024-05-13T16:38:15Z
@alanyee4996,"Nah..... This Youtuber is just biased, all of the advantages he mentions with Apple iPhone are pretty harsh. I only agree for ecosystem Apple's product works well on their own, but outside of it, it is pretty useless. The rest, Android no matter the pricing and brand, it just work, and pricing wise, you buy the features that you want more with more money and save for the rest.",0,2024-05-13T09:53:41Z
